0,Harlow Giles Unger,https://images.gr-assets.com/users/1439323713p1/50185.jpg,"August 03, 1931",
1,Qudratullah Shahab,https://images.gr-assets.com/authors/1393650286p5/1218459.jpg,"February 26, 1917",
2,Eileen Spinelli,https://images.gr-assets.com/authors/1298943032p5/59282.jpg,,
3,Paul A. Bussard,https://images.gr-assets.com/authors/1407882205p5/7340723.jpg,,
4,Thomas P.M. Barnett,https://images.gr-assets.com/users/1368729714p1/146523.jpg,,
5,Adam Mansbach,https://images.gr-assets.com/users/1400818320p1/60662.jpg,,<br>
6,Bruce M. Knauft,,,
7,Kathleen Weise,https://s.gr-assets.com/assets/nophoto/user/f_25x33-d79c46f9428d2aea1444d67c091766a6.png,,
8,Rod Rees,https://images.gr-assets.com/users/1188493464p1/325659.jpg,"November 26, 1948",
9,Ho Che Anderson,https://images.gr-assets.com/authors/1591976581p5/66094.jpg,,
10,Bink Cummings,https://images.gr-assets.com/authors/1523138289p5/8286020.jpg,,"<img src=""https://images.gr-assets.com/hostedimages/1414518234ra/11662190.gif"" width=""325"" height=""150"" alt="" ~Sacred Sister for Life~&lt;br /&gt; Welcome to the Dark Side &lt;br /&gt;We didn't Lie about the Cookies."" class=""gr-hostedUserImg"">"
11,Mr. J,https://images.gr-assets.com/authors/1313706404p5/4972317.jpg,,<br>
12,Mary Pat Kelly,https://images.gr-assets.com/authors/1467569459p5/86462.jpg,,
13,Peter Singer,https://images.gr-assets.com/authors/1255667717p5/12397.jpg,,<br>
14,Tara Sue Me,https://images.gr-assets.com/authors/1364420720p5/5833418.jpg,,<br>
15,Joyce Swann,https://images.gr-assets.com/authors/1333552908p5/4390634.jpg,,<br>
16,Jorge Franco,https://images.gr-assets.com/authors/1541629332p5/84825.jpg,,<br>
17,Peter Koevari,https://images.gr-assets.com/authors/1491536275p5/3404577.jpg,,<br>
18,Su Walton,https://s.gr-assets.com/assets/nophoto/user/u_25x33-ccd24e68f4773d33a41ce08c3a34892e.png,,
19,Scott Cawthon,https://images.gr-assets.com/users/1521103166p1/2359884.jpg,,
20,Jane McGonigal,https://images.gr-assets.com/authors/1493042947p5/3406317.jpg,"October 21, 1977",
21,Charles Miller,https://images.gr-assets.com/users/1331791265p1/8203845.jpg,,
22,Shane Claiborne,https://images.gr-assets.com/authors/1201095845p5/36103.jpg,,<br>
23,Legs McNeil,https://images.gr-assets.com/users/1535369486p1/50147.jpg,"January 01, 1956",<br>
24,Helen Nearing,https://s.gr-assets.com/assets/nophoto/user/m_25x33-8a3530ed95c3dbef8bf215b080559b09.png,"February 23, 1904",
25,G.G. Melies,https://images.gr-assets.com/authors/1552586074p5/14072439.jpg,,<br>
26,Hermann Hesse,https://images.gr-assets.com/authors/1499981916p5/1113469.jpg,"July 02, 1877",<i>Steppenwolf</i>
27,Patricia Hermes,https://images.gr-assets.com/authors/1310009892p5/82446.jpg,,
28,Constance Beresford-Howe,https://images.gr-assets.com/users/1360515734p1/2779861.jpg,"November 10, 1922",<i>The Unreasoning Heart</i>
29,Nancy R. Reagin,https://images.gr-assets.com/users/1447269514p1/6720699.jpg,,
30,Andrew Wright,https://images.gr-assets.com/users/1353752831p1/14257971.jpg,,<i>Librarian Note: There are more than one author in the Goodreads database with this name.</i>
31,Sergiusz Piasecki,https://images.gr-assets.com/authors/1292449371p5/1200655.jpg,"April 01, 1901",
32,,https://images.gr-assets.com/authors/1600264888p2/20695291.jpg,,
33,Becky Brookes,https://images.gr-assets.com/users/1578862461p1/3685565.jpg,,
34,Clement Freud,https://images.gr-assets.com/users/1395436638p1/4134979.jpg,"April 24, 1924",
35,M. Molly Backes,https://images.gr-assets.com/authors/1315297726p5/5136485.jpg,,
36,S.W. Lothian,https://images.gr-assets.com/authors/1501755368p5/5446825.jpg,,"<a href=""http://wordpress.us5.list-manage1.com/subscribe?u=53fa87a6c89f1e45a566dbf9c&amp;id=6a44be2f07"" rel=""nofollow noopener"">
  <b>Click here to subscribe to my Newsflash</b>
</a>"
37,Tom Robbins,https://images.gr-assets.com/authors/1430660478p5/197.jpg,"July 22, 1936",<br>
38,Lynda Renham,https://images.gr-assets.com/authors/1328825891p5/4494690.jpg,,<br>
39,Sara  Mills,https://images.gr-assets.com/users/1603644003p1/1085315.jpg,,<i>Librarian Note: There is more than one author in the Goodreads database with this name.</i>
40,Rhyannon Byrd,https://images.gr-assets.com/authors/1552757904p5/102987.jpg,,
41,Vasily Mahanenko,https://images.gr-assets.com/authors/1542350324p5/13817015.jpg,"April 20, 1981","<a target=""_blank"" rel=""noopener nofollow"" href=""https://www.bookbub.com/profile/v-mahanenko"">https://www.bookbub.com/profile/v-mah...</a>"
42,John Cheever,https://images.gr-assets.com/authors/1208899860p5/7464.jpg,"May 27, 1912",<br>
43,Marjetta Geerling,https://images.gr-assets.com/users/1315677658p1/63844.jpg,,
44,O.R. Melling,https://images.gr-assets.com/authors/1455563525p5/7132534.jpg,,
45,Paul S. Newman,https://images.gr-assets.com/users/1337445531p1/1297492.jpg,,
46,Lord Dunsany,https://images.gr-assets.com/authors/1207165592p5/9172.jpg,"July 24, 1878",<br>
47,Jann Arden,https://images.gr-assets.com/authors/1604709239p5/265705.jpg,,<br>
48,Anne Cassidy,https://images.gr-assets.com/authors/1310135048p5/55311.jpg,"January 01, 1952",
49,Cometan,https://images.gr-assets.com/authors/1611967746p5/18868410.jpg,"July 01, 1998",<b>Cometan</b>
50,John Hulme,https://images.gr-assets.com/authors/1310048907p5/95132.jpg,,
51,Gore Vidal,https://images.gr-assets.com/authors/1400912972p5/5657.jpg,"October 03, 1925",<br>
52,Bernard Werber,https://images.gr-assets.com/authors/1256771217p5/70574.jpg,"September 18, 1961",
53,Frank Norris,https://images.gr-assets.com/authors/1206549634p5/82926.jpg,"March 05, 1870",<i>McTeague</i>
54,Robert Hass,https://images.gr-assets.com/authors/1264538913p5/39152.jpg,"March 01, 1941",
55,Karen Thompson Walker,https://images.gr-assets.com/authors/1544817449p5/5142414.jpg,,
56,Janice Dickinson,https://images.gr-assets.com/authors/1207663663p5/159389.jpg,"February 15, 1955",<i>Janice Doreen Dickinson</i>
57,John Farris,https://images.gr-assets.com/authors/1316742112p5/85410.jpg,"January 01, 1936",<i>Librarian note:<br>There is more than one author in the GoodReads database with this name</i>
58,Farjallah Haik,https://images.gr-assets.com/users/1589594910p1/35903042.jpg,,
59,K.K. Allen,https://images.gr-assets.com/authors/1574464438p5/8301757.jpg,March 31,<br>
60,Isabel Allende,https://images.gr-assets.com/authors/1341879973p5/2238.jpg,,<br>
61,John S. Marr,,,
62,Christopher Priest,https://images.gr-assets.com/authors/1299874167p5/23419.jpg,"July 14, 1943",<br>
63,Andrew Clements,https://images.gr-assets.com/users/1307849749p1/14618.jpg,"May 29, 1949",<br>
64,Sara Young,https://images.gr-assets.com/users/1207073765p1/1045486.jpg,,
65,Tina St. John,https://images.gr-assets.com/users/1376946549p1/1272839.jpg,,"<a href=""https://www.goodreads.com/author/show/375626.Lara_Adrian"" title=""Lara Adrian"" rel=""nofollow noopener"">Lara Adrian</a>"
66,Robert Sharenow,https://images.gr-assets.com/users/1296934709p1/1844284.jpg,,<br>
67,Amy        Lawrence,https://images.gr-assets.com/users/1594907666p1/4118713.jpg,,
68,Hitoshi Ashinano,https://images.gr-assets.com/authors/1581882684p5/493990.jpg,"April 25, 1963","<a href=""https://www.goodreads.com/author/show/5621352._______"" title=""芦奈野 ひとし"" rel=""nofollow noopener"">芦奈野 ひとし</a>"
69,Nancy Butcher,https://images.gr-assets.com/users/1543056653p1/2219559.jpg,,
70,David L. Parrott,https://images.gr-assets.com/users/1350598172p1/10266121.jpg,,
71,Marta Hillers,https://images.gr-assets.com/authors/1451872024p5/4024723.jpg,"May 26, 1911",<i>Eine Frau in Berlin</i>
72,Valynne E. Maetani,https://images.gr-assets.com/authors/1442983810p5/8473856.jpg,January 19,
73,Alison Bliss,https://images.gr-assets.com/authors/1518185680p5/8427107.jpg,,
74,Michel Onfray,https://images.gr-assets.com/authors/1460229942p5/46224.jpg,"January 01, 1959",<br>
75,Linda Chapman,https://images.gr-assets.com/authors/1281567531p5/66394.jpg,"January 01, 1969",
76,Constance Wallace,https://images.gr-assets.com/users/1347207006p1/6896862.jpg,,
77,Miep Gies,https://images.gr-assets.com/authors/1251745415p5/3724.jpg,"February 15, 1909",<br>
78,Theo John Paul,,,
79,Shirin Ebadi,https://images.gr-assets.com/authors/1238694826p5/5135.jpg,"June 21, 1947","<a href=""https://www.goodreads.com/author/show/1876322.___________"" title=""شیرین عبادی"" rel=""nofollow noopener"">شیرین عبادی</a>"
80,Olivia Ardey,https://images.gr-assets.com/authors/1336489896p5/4179747.jpg,,
81,Madhur Jaffrey,https://images.gr-assets.com/authors/1320015492p5/17693.jpg,"August 07, 1933",
82,Dawn McClure,https://images.gr-assets.com/authors/1568492712p5/2738538.jpg,,
83,Casi McLean,https://images.gr-assets.com/authors/1465523237p5/5004261.jpg,January 16,<br>
84,Cindy Gerard,https://images.gr-assets.com/authors/1244677466p5/195778.jpg,,<br>
85,Nam Le,https://images.gr-assets.com/authors/1375214212p5/1147765.jpg,,<br>
86,Robert  Burton,https://images.gr-assets.com/authors/1255862761p5/9796.jpg,"January 19, 1577",<i>The Anatomy of Melancholy.</i>
87,Marita A. Hansen,https://images.gr-assets.com/authors/1455582214p5/5129673.jpg,,<br>
88,Katherine Allred,https://s.gr-assets.com/images/nophoto/user/c_111x148.png,,<br>
89,Barbara Schubert-Felmy,,,
90,Michael Crichton,https://images.gr-assets.com/authors/1359042651p5/5194.jpg,"October 23, 1942","<i>
  <a href=""https://www.goodreads.com/book/show/18078737.Odds_On"" title=""Odds On"" rel=""nofollow noopener"">Odds On</a>
</i>"
91,Richard Elliott Friedman,https://images.gr-assets.com/authors/1494885070p5/242828.jpg,,<br>
92,Rachel Vincent,https://images.gr-assets.com/authors/1394768659p5/415967.jpg,,<br>
93,Tatsuhiko Takimoto,https://images.gr-assets.com/authors/1368161608p5/1987.jpg,"September 20, 1978",<br>
94,Shayne Parkinson,https://images.gr-assets.com/authors/1255145326p5/1441785.jpg,,<br>
95,Florence Scovel Shinn,https://images.gr-assets.com/authors/1538243288p5/56422.jpg,"September 24, 1871",
96,Michael  Dobbs,https://images.gr-assets.com/authors/1345397515p5/4428242.jpg,,<br>
97,David Howarth,https://images.gr-assets.com/authors/1590179906p5/2520656.jpg,"July 28, 1912",<br>
98,William Diehl,https://images.gr-assets.com/authors/1317269912p5/109299.jpg,"December 04, 1924",<br>
99,Holly Thompson,https://images.gr-assets.com/authors/1449205908p5/491019.jpg,,"<a target=""_blank"" rel=""noopener nofollow"" href=""http://www.hatbooks.com"">www.hatbooks.com</a>"
100,Jill Kargman,https://images.gr-assets.com/authors/1334941367p5/51438.jpg,,
101,Dani Wyatt,https://images.gr-assets.com/authors/1473785115p5/14200859.jpg,,<br>
102,Loretta Ellsworth,https://images.gr-assets.com/authors/1315577832p5/369002.jpg,,
103,Francesca Lia Block,https://images.gr-assets.com/authors/1530045619p5/9072.jpg,,
104,Hayley Campbell,https://images.gr-assets.com/users/1318373299p1/2672557.jpg,,
105,Donna Joy Usher,https://images.gr-assets.com/authors/1493214788p5/6152141.jpg,,<br>
106,Sharon  McDonnell,https://images.gr-assets.com/authors/1515088005p5/17089828.jpg,,<br>
107,Inbali Iserles,https://images.gr-assets.com/authors/1457996339p5/769868.jpg,,<br>
108,Bruce Bueno de Mesquita,https://images.gr-assets.com/authors/1464909455p5/319571.jpg,,<b>Bruce Bueno de Mesquita</b>
109,James Crow,https://images.gr-assets.com/users/1504547783p1/3186500.jpg,,
110,Carol Denise Simms,,,
111,يسري فودة,https://images.gr-assets.com/authors/1325661777p5/5210725.jpg,,<br>
112,Sabina Gabrielli Carrara,https://images.gr-assets.com/authors/1605117060p5/18868050.jpg,,
113,Adriane Leigh,https://images.gr-assets.com/authors/1612145085p5/6857137.jpg,,
114,Gary Shteyngart,https://images.gr-assets.com/authors/1280362831p5/12437.jpg,,<br>
115,Isobel Bird,https://images.gr-assets.com/users/1278612871p1/980416.jpg,,"<i>This is a pseudonym of <a href=""https://www.goodreads.com/author/show/56370.Michael_Thomas_Ford"" rel=""nofollow noopener"">Michael Thomas Ford</a>.</i>"
116,Mary Pipher,https://images.gr-assets.com/users/1487342298p1/18454.jpg,"October 21, 1947",
117,Josep Pla,https://images.gr-assets.com/authors/1366149049p5/409041.jpg,"March 08, 1897",<br>
118,Em Griffin,https://images.gr-assets.com/users/1575843587p1/231375.jpg,,
119,Rhonda Ricardo,https://images.gr-assets.com/authors/1330629212p5/3354911.jpg,,
120,Gardner Soule,https://images.gr-assets.com/users/1454526273p1/36550016.jpg,,
121,Lavender Laine,,,
122,Penny Le Couteur,https://s.gr-assets.com/assets/nophoto/user/u_25x33-ccd24e68f4773d33a41ce08c3a34892e.png,,
123,Kelly Oram,https://images.gr-assets.com/authors/1455838915p5/3203095.jpg,,
124,حمزة محمد صالح عجاج,https://images.gr-assets.com/users/1459776272p1/27173994.jpg,,
125,Bruce H. Wilkinson,https://images.gr-assets.com/authors/1309203567p5/3035771.jpg,,
126,John     Mathews,https://images.gr-assets.com/authors/1594372429p5/9808914.jpg,,<br>
127,Robert Holdstock,https://images.gr-assets.com/authors/1374526882p5/72538.jpg,"August 02, 1948",<br>
128,C.L. Bevill,https://images.gr-assets.com/authors/1306680639p5/616643.jpg,,
129,Efigênio Moura,https://s.gr-assets.com/assets/nophoto/user/f_25x33-d79c46f9428d2aea1444d67c091766a6.png,,
130,Forugh Farrokhzad,https://images.gr-assets.com/authors/1591045824p5/16065059.jpg,,<br>
131,Peter Ferry,https://images.gr-assets.com/authors/1219236897p5/1293703.jpg,,
132,Sam Shepard,https://images.gr-assets.com/authors/1207690464p5/7713.jpg,"November 06, 1943",
133,Donald E. Westlake,https://images.gr-assets.com/authors/1336863543p5/30953.jpg,"July 12, 1933","<a href=""https://www.goodreads.com/author/show/13634.Richard_Stark"" title=""Richard Stark"" rel=""nofollow noopener"">Richard Stark</a>"
134,Nikki Moyes,https://images.gr-assets.com/authors/1471350981p5/15606198.jpg,,<br>
135,محمد سليم العوا,https://images.gr-assets.com/authors/1457790452p5/2743042.jpg,"December 22, 1942",
136,Pastor Pauline Sutton,https://images.gr-assets.com/users/1573485531p1/11745708.jpg,,
137,Ari Marmell,https://images.gr-assets.com/authors/1539838714p5/26796.jpg,,<br>
138,Lauren Royal,https://images.gr-assets.com/authors/1415655441p5/449017.jpg,,<b>FALL IN LOVE WITH A HISTORICAL ROMANCE BY LAUREN ROYAL!</b>
139,Lloyd Alexander,https://images.gr-assets.com/authors/1353430382p5/8924.jpg,"January 30, 1924",<b>Lloyd Chudley Alexander</b>
140,Nicole Leigh Shepherd,https://s.gr-assets.com/assets/nophoto/user/f_25x33-d79c46f9428d2aea1444d67c091766a6.png,,
141,Brian Ruckley,https://images.gr-assets.com/authors/1325896205p5/685776.jpg,,<br>
142,Kara Taylor,https://images.gr-assets.com/authors/1346764402p5/4619719.jpg,,
143,Pansy,https://s.gr-assets.com/assets/nophoto/user/f_25x33-d79c46f9428d2aea1444d67c091766a6.png,"November 03, 1841","<a href=""https://www.goodreads.com/author/show/28740.Isabella_Macdonald_Alden"" rel=""nofollow noopener"">Isabella MacDonald Alden</a>"
144,Jeff Sutton,https://s.gr-assets.com/assets/nophoto/user/m_25x33-8a3530ed95c3dbef8bf215b080559b09.png,,
145,Lena Blau,https://s.gr-assets.com/assets/nophoto/user/m_25x33-8a3530ed95c3dbef8bf215b080559b09.png,,
146,John  Peel,https://images.gr-assets.com/authors/1303443821p5/3347573.jpg,"August 30, 1939",<br>
147,David Herbert Donald,https://images.gr-assets.com/users/1206635218p1/654541.jpg,"October 01, 1920",<br>
148,Eric S. Nylund,https://images.gr-assets.com/authors/1206240171p5/33958.jpg,,
149,Charles Pellegrino,https://images.gr-assets.com/authors/1321315008p5/3105671.jpg,"May 05, 1953",
150,Jody Hedlund,https://images.gr-assets.com/authors/1417569711p5/3358829.jpg,,<br>
151,Jonathan Shay,https://images.gr-assets.com/users/1203787624p1/935022.jpg,,
152,محمد الشوكاني,https://images.gr-assets.com/authors/1456428509p5/1224323.jpg,"August 11, 1760",
153,Bebe Balocca,https://images.gr-assets.com/authors/1360617016p5/6544841.jpg,,<br>
154,Chelsea M. Campbell,https://images.gr-assets.com/authors/1380293692p5/5808280.jpg,,
155,Margaret Mazzantini,https://images.gr-assets.com/authors/1380492660p5/264627.jpg,"October 27, 1961",
156,Robert J. Crane,https://images.gr-assets.com/authors/1355095990p5/5042322.jpg,"January 31, 1981",
157,Gordon Cucullu,https://images.gr-assets.com/users/1409454083p1/15746598.jpg,,
158,Kady Cross,https://images.gr-assets.com/authors/1444020264p5/4308706.jpg,,"<a href=""https://www.goodreads.com/author/show/41874.Kathryn_Smith"" rel=""nofollow noopener"">Kathryn Smith</a>"
159,Liz Ireland,https://images.gr-assets.com/authors/1596478613p5/17458.jpg,,<br>
160,Juliana Spahr,https://images.gr-assets.com/authors/1184153628p5/210417.jpg,,<br>
161,Jacqueline Harvey,https://images.gr-assets.com/authors/1453164412p5/652313.jpg,,<br>
162,E. Ashley Rooney,,,
163,S.E. Grayson,https://images.gr-assets.com/users/1217363037p1/1096174.jpg,,"<a href=""https://www.goodreads.com/author/show/15429348._Sandra_E__Grayson"" title="" Sandra E. Grayson"" rel=""nofollow noopener""> Sandra E. Grayson</a>"
164,Varun Gwalani,https://images.gr-assets.com/authors/1461139910p5/7307603.jpg,,
165,Noringai,https://images.gr-assets.com/authors/1455627348p5/7315143.jpg,,
166,Jerrica Knight-Catania,https://images.gr-assets.com/authors/1298738085p5/2924831.jpg,,
